"#","ML #","Address","Condo Fee Includes","St","Original List Price","List Price","Current Price","Condo Fee","RMS Total","Beds","Full Baths","Style","Rooms Above Grade","Half Baths","Ensuite YN","Year Built","# FP","DOM","Stat Date","City"
"1501","A2070512","1615 McGonigal Drive NE Unit#4","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$289,000","$289,000.00","$302,500.00","$366.03","834","3","2","2 Storey","5","1","No","1968","0","9","08/11/2023","Calgary"
"1501","A2062776","412 Cranford Walk SE","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Residential Manager, Snow Removal, Trash","S","$299,900","$299,900.00","$302,000.00","$246.41","762","2","1","Bungalow","4","0","No","2014","0","23","07/26/2023","Calgary"
"1501","A2088494","141 Panatella Landing NW Unit#102","Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$285,000","$285,000.00","$301,500.00","$215.00","889","2","1","Bungalow","5","0","No","2007","0","2","10/21/2023","Calgary"
"1501","A2074304","516 Blackthorn Road NE Unit#101","Amenities of HOA/Condo","S","$259,900","$259,900.00","$301,000.00","$0.00","1,077","4","1","2 Storey","6","2","No","1975","0","14","09/01/2023","Calgary"
"1501","A2066232","3500 Varsity Drive NW Unit#1104","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,000","$299,000.00","$301,000.00","$218.27","875","2","1","Bungalow","5","0","No","1976","1","17","08/04/2023","Calgary"
"1501","A2063545","1155 Falconridge Drive NE Unit#84","Caretaker, Common Area Maintenance, Insurance, Reserve Fund Contributions, Snow Removal","S","$299,900","$299,900.00","$301,000.00","$363.39","1,003","3","2","2 Storey","6","0","No","1979","0","16","07/22/2023","Calgary"
"1501","A2084362","128 Savanna Walk NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,900","$299,900.00","$300,500.00","$188.10","574","2","1","Bungalow","4","0","No","2018","0","11","10/10/2023","Calgary"
"1501","A2097059","3015 51 Street SW Unit#10","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Parking, Professional Management, Residential Manager, Sewer, Snow Removal, Trash, Water","S","$279,900","$279,900.00","$300,000.00","$327.25","954","2","1","Bungalow","5","0","No","1979","1","7","12/14/2023","Calgary"
"1501","A2095369","124 Deer Ridge SE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$300,000","$300,000.00","$300,000.00","$471.00","1,055","3","1","2 Storey","5","1","No","1981","0","11","12/08/2023","Calgary"
"1501","A2091777","3200 60 Street NE Unit#42","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$299,900","$299,900.00","$300,000.00","$491.95","982","3","1","2 Storey","7","1","No","1978","1","27","12/06/2023","Calgary"
"1501","A2091269","3200 60 Street NE Unit#22","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$299,900","$299,900.00","$300,000.00","$491.95","984","3","1","Townhouse","5","1","No","1978","1","30","12/03/2023","Calgary"
"1501","A2084245","13104 Elbow Drive SW Unit#1004","Common Area Maintenance, Reserve Fund Contributions, Snow Removal","S","$300,000","$300,000.00","$300,000.00","$378.84","1,017","3","1","2 Storey","6","0","No","1975","1","14","10/15/2023","Calgary"
"1501","A2083685","4769 Hubalta Road SE Unit#1","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Residential Manager, Snow Removal, Trash, Water","S","$299,900","$299,900.00","$300,000.00","$381.75","980","3","1","2 Storey","6","1","No","1979","0","15","10/14/2023","Calgary"
"1501","A2079716","13104 Elbow Drive SW Unit#1206","Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$240,000","$240,000.00","$300,000.00","$378.84","1,018","3","1","2 Storey","6","0","No","1975","1","9","09/20/2023","Calgary"
"1501","A2078764","250 Sage Valley Road NW Unit#1713","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$289,900","$289,900.00","$300,000.00","$222.59","797","2","1","Townhouse","4","0","No","2014","0","8","09/15/2023","Calgary"
"1501","A2073561","200 Brookpark Drive SW Unit#1228","Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$299,900","$299,900.00","$300,000.00","$330.00","1,015","2","1","2 Storey","6","0","No","1977","0","5","08/24/2023","Calgary"
"1501","A2070895","250 Sage Valley Road NW Unit#114","Common Area Maintenance","S","$275,000","$275,000.00","$300,000.00","$225.23","821","2","1","Townhouse","5","0","No","2012","0","23","08/26/2023","Calgary"
"1501","A2063764","4936 Dalton Drive NW Unit#55","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,900","$299,900.00","$300,000.00","$323.00","916","3","2","2 Storey","6","0","No","1977","0","2","07/17/2023","Calgary"
"1501","A2063696","313 Pinestream Place NE","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$259,000","$259,000.00","$300,000.00","$295.92","1,130","3","1","2 Storey","3","1","No","1976","0","14","07/21/2023","Calgary"
"1501","A2061957","80 Galbraith Drive SW Unit#22","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$314,900","$314,900.00","$300,000.00","$510.00","1,078","3","1","2 Storey","6","1","No","1971","0","28","07/27/2023","Calgary"
"1501","A2088843","3628 28 Avenue SE","","S","$299,999","$299,999.00","$299,999.00","","786","3","1","2 Storey","5","0","No","1970","0","14","11/03/2023","Calgary"
"1501","A2070296","308 Cedar Crescent SW Unit#9","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$376,999","$299,999.00","$299,999.00","$404.72","1,111","2","1","Bi-Level","3","1","No","1968","0","41","09/12/2023","Calgary"
"1501","A2095316","919 38 Street NE Unit#807","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$299,900","$299,900.00","$299,900.00","$321.81","936","2","1","4 Level Split","5","0","No","1978","1","13","12/19/2023","Calgary"
"1501","A2074212","206 Mckenzie Towne Close SE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$299,900","$299,900.00","$299,900.00","$292.10","1,036","2","2","Bungalow","5","0","Yes","2012","1","15","09/01/2023","Calgary"
"1501","A2065981","6408 4A Street NE Unit#5","Reserve Fund Contributions","S","$299,900","$299,900.00","$299,900.00","$100.00","826","2","2","2 Storey","5","0","No","1975","1","24","08/07/2023","Calgary"
"1501","A2065538","411 40 Street NE","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$299,900","$299,900.00","$299,900.00","$414.00","1,028","3","1","2 Storey","5","1","No","1975","0","8","08/05/2023","Calgary"
"1501","A2079068","805 Auburn Bay Circle SE Unit#805","Gas, Heat, Interior Maintenance, Professional Management, Reserve Fund Contributions","S","$299,000","$299,000.00","$299,000.00","$181.09","1,073","2","2","Split Level","0","0","Yes","2013","0","24","10/05/2023","Calgary"
"1501","A2094103","218 Cranford Walk SE","Common Area Maintenance, Insurance, Parking, Professional Management, Snow Removal, Trash","S","$298,000","$298,000.00","$298,000.00","$251.00","858","1","1","Townhouse","4","0","No","2014","0","8","11/25/2023","Calgary"
"1501","A2071225","3015 51 Street SW Unit#56","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$279,900","$279,900.00","$298,000.00","$327.25","1,140","2","1","2 Storey","5","0","No","1979","0","14","08/18/2023","Calgary"
"1501","A2069043","15403 Deer Run Drive SE Unit#429","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Water","S","$299,900","$299,900.00","$298,000.00","$382.00","971","2","1","2 Storey","5","0","No","1981","0","15","08/12/2023","Calgary"
"1501","A2063338","9803 24 Street SW Unit#206","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,900","$299,900.00","$297,400.00","$488.58","1,103","3","1","2 Storey","6","1","No","1969","0","7","07/14/2023","Calgary"
"1501","A2096008","824 Madeira Drive NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$250,000","$250,000.00","$297,000.00","$399.00","1,077","3","1","2 Storey","6","1","No","1978","0","6","12/06/2023","Calgary"
"1501","A2096004","3809 45 Street SW Unit#131","Common Area Maintenance, Heat, Insurance, Professional Management, Reserve Fund Contributions, Water","S","$299,900","$299,900.00","$297,000.00","$595.00","868","3","1","2 Storey","6","0","No","1971","0","15","12/23/2023","Calgary"
"1501","A2063339","405 64 Avenue NE Unit#135","Common Area Maintenance, Gas, Heat, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$299,900","$299,900.00","$297,000.00","$305.66","873","2","1","2 Storey","5","0","No","1971","0","20","08/01/2023","Calgary"
"1501","A2047564","4940 39 Avenue SW Unit#46","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$229,900","$229,900.00","$296,400.00","$385.74","849","2","1","2 Storey","4","0","No","1976","1","36","07/06/2023","Calgary"
"1501","A2082663","3015 51 Street SW Unit#91","Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$299,900","$299,900.00","$296,000.00","$330.00","930","2","1","Bungalow","3","0","No","1978","1","25","10/18/2023","Calgary"
"1501","A2050762","718 5 Street NE Unit#203","Common Area Maintenance, Gas, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$299,900","$298,800.00","$295,500.00","$644.25","1,030","2","1","Bungalow","5","0","No","1998","1","75","08/03/2023","Calgary"
"1501","A2091014","6147 Buckthorn Road NW Unit#5","Insurance, Reserve Fund Contributions, Trash","S","$300,000","$300,000.00","$295,315.00","$316.77","788","2","1","2 Storey","5","0","No","1967","0","49","12/21/2023","Calgary"
"1501","A2062878","6440 4 Street NW Unit#95","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Trash","S","$287,000","$287,000.00","$295,100.00","$314.51","1,169","3","1","2 Storey","6","1","No","1969","0","17","07/21/2023","Calgary"
"1501","A2091465","12 Templewood Drive NE Unit#20","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$325,000","$305,000.00","$295,000.00","$437.12","1,046","4","1","2 Storey","6","2","No","1978","0","24","11/27/2023","Calgary"
"1501","A2079658","13104 Elbow Drive SW Unit#401","Common Area Maintenance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$269,900","$269,900.00","$295,000.00","$385.49","1,056","2","1","2 Storey","5","0","No","1975","1","13","09/25/2023","Calgary"
"1501","A2075924","200 Brookpark Drive SW Unit#413","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,900","$299,900.00","$295,000.00","$283.91","880","2","1","Bungalow","5","0","No","1977","0","18","09/11/2023","Calgary"
"1501","A2068154","5340 17 Avenue SW Unit#203","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$294,990","$294,990.00","$295,000.00","$487.83","1,069","2","1","2 Storey","5","1","No","1976","1","20","08/14/2023","Calgary"
"1501","A2065574","11 Abbeydale Villas NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$265,000","$265,000.00","$295,000.00","$384.89","992","2","2","2 Storey, Side by Side","5","0","Yes","1991","1","12","07/25/2023","Calgary"
"1501","A2087421","10 Abbeydale Villas NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$309,900","$299,999.00","$293,000.00","$470.79","988","3","2","2 Storey","6","0","Yes","1991","1","24","11/16/2023","Calgary"
"1501","A2078429","210 86 Avenue SE Unit#139","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions","S","$250,000","$250,000.00","$293,000.00","$350.07","943","2","2","2 Storey","5","0","No","1970","0","10","09/15/2023","Calgary"
"1501","A2079501","233 Mckenzie Towne Lane SE","Amenities of HOA/Condo, Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Sewer, Snow Removal, Trash, Water","S","$289,900","$289,900.00","$292,900.00","$451.61","837","1","1","2 Storey","3","1","Yes","2007","0","21","10/04/2023","Calgary"
"1501","A2070987","3015 51 Street SW Unit#9","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water","S","$289,000","$289,000.00","$292,100.00","$327.25","1,158","2","1","Townhouse","5","0","No","1979","0","15","09/01/2023","Calgary"
"1501","A2040374","195 Manora Place NE Unit#39","Professional Management, Reserve Fund Contributions","S","$279,500","$279,500.00","$292,100.00","$416.60","1,031","3","1","2 Storey","5","1","No","1976","0","9","07/07/2023","Calgary"
"1501","A2066131","122 Savanna Walk NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$279,900","$279,900.00","$292,000.00","$188.00","574","2","1","Bungalow","4","0","No","2018","0","10","07/25/2023","Calgary"
"1501","A2085100","3015 51 Street SW Unit#142","Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash, Water","S","$270,000","$270,000.00","$291,800.00","$327.25","933","2","1","Bungalow","5","0","No","1978","1","9","10/13/2023","Calgary"
"1501","A2095289","829 Coach Bluff Crescent SW Unit#103","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$300,000","$300,000.00","$291,500.00","$464.99","865","2","1","2 Storey","5","0","No","1977","1","5","12/05/2023","Calgary"
"1501","A2090084","57 Georgian Villas NE","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions","S","$275,000","$275,000.00","$290,888.00","$363.67","924","2","1","2 Storey","4","1","No","1978","0","24","11/19/2023","Calgary"
"1501","A2069772","316 43 Street SE","","S","$275,000","$275,000.00","$290,500.00","","1,018","3","1","2 Storey","6","0","No","1972","0","27","08/26/2023","Calgary"
"1501","A2090433","306 Marlborough Way NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$289,900","$289,900.00","$290,000.00","$461.33","1,019","3","1","2 Storey","5","1","No","1975","0","3","10/31/2023","Calgary"
"1501","A2086048","808 Madeira Drive NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$249,900","$249,900.00","$290,000.00","$363.67","938","2","1","Townhouse","5","1","No","1978","0","12","10/18/2023","Calgary"
"1501","A2085746","6103 Madigan Drive NE Unit#16","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water","S","$270,000","$270,000.00","$290,000.00","$357.61","926","3","2","Bungalow","2","0","No","1976","1","20","10/25/2023","Calgary"
"1501","A2081115","3200 60 Street NE Unit#16","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, See Remarks, Sewer, Snow Removal, Trash, Water","S","$250,000","$250,000.00","$290,000.00","$491.96","992","3","1","2 Storey","6","1","No","1978","1","10","09/26/2023","Calgary"
"1501","A2071618","58 SADDLEBROOK Point NE","Caretaker, Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal","S","$290,000","$290,000.00","$290,000.00","$250.00","872","2","1","2 Storey","5","0","No","2007","0","11","08/18/2023","Calgary"
"1501","A2068697","428 9 Avenue NE Unit#1","Amenities of HOA/Condo, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Trash","S","$289,900","$289,900.00","$290,000.00","$450.00","435","2","1","Bi-Level","4","0","No","1977","1","15","08/09/2023","Calgary"
"1501","A2066115","7172 Coach Hill Road SW Unit#129","Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$249,900","$249,900.00","$290,000.00","$434.32","882","2","2","Bungalow","5","0","No","1978","1","1","07/16/2023","Calgary"
"1501","A2063815","3500 Varsity Drive NW Unit#410","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$299,900","$299,900.00","$290,000.00","$278.48","1,144","2","1","3 Storey","5","0","No","1976","1","14","07/21/2023","Calgary"
"1501","A2088579","3809 45 Street SW Unit#150","Heat, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$275,000","$275,000.00","$289,150.00","$595.00","855","3","1","2 Storey","6","0","No","1971","0","13","11/14/2023","Calgary"
"1501","A2093840","2423 56 Street NE Unit#304","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$315,000","$309,900.00","$289,000.00","$515.56","1,051","2","1","Townhouse","6","1","Yes","1976","1","43","12/29/2023","Calgary"
"1501","A2093704","336 Rundlehill Drive NE Unit#7","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$292,000","$292,000.00","$288,000.00","$351.00","942","3","1","2 Storey","5","1","No","1976","0","25","12/11/2023","Calgary"
"1501","A2083699","200 Brookpark Drive SW Unit#612","Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$274,999","$274,999.00","$288,000.00","$283.91","888","2","1","Bungalow","5","0","No","1977","0","3","09/30/2023","Calgary"
"1501","A2077956","4740 Dalton Drive NW Unit#102","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$305,000","$299,999.00","$288,000.00","$336.45","827","2","1","2 Storey","6","0","No","1977","0","47","10/19/2023","Calgary"
"1501","A2070815","7 Blackthorn Bay NE Unit#2","Insurance","S","$298,000","$298,000.00","$288,000.00","$170.00","1,085","3","1","2 Storey","6","1","No","1975","0","23","09/08/2023","Calgary"
"1501","A2054662","250 Sage Valley Road NW Unit#1407","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,999","$299,999.00","$288,000.00","$206.62","807","2","1","Townhouse","4","0","No","2013","0","45","07/18/2023","Calgary"
"1501","A2090969","4915 45 Street SW Unit#6","Common Area Maintenance, Parking, Reserve Fund Contributions, Snow Removal","S","$295,990","$285,000.00","$287,500.00","$236.00","951","2","1","Townhouse","6","0","No","1975","1","28","11/29/2023","Calgary"
"1501","A2075529","178 Savanna Walk NE","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal","S","$295,000","$295,000.00","$287,500.00","$188.10","584","2","1","Bungalow","4","0","No","2020","0","9","09/14/2023","Calgary"
"1501","A2094518","338 Seton Circle SE Unit#415","Insurance, Parking, Reserve Fund Contributions, Trash","S","$291,900","$291,900.00","$287,000.00","$121.79","608","2","1","Townhouse","4","0","No","2020","0","13","12/06/2023","Calgary"
"1501","A2086236","7205 4th Street NE Unit#90","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$280,000","$280,000.00","$287,000.00","$313.75","609","3","1","Bi-Level","2","1","No","1978","0","3","10/12/2023","Calgary"
"1501","A2070962","6829 Centre Street NW Unit#1","Insurance, Parking, Reserve Fund Contributions, Snow Removal, Trash","S","$287,000","$287,000.00","$287,000.00","$175.00","973","3","1","2 Storey","6","1","No","1973","0","6","08/09/2023","Calgary"
"1501","A2064052","8 Everridge Square SW Unit#203","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$279,900","$279,900.00","$286,500.00","$283.00","905","2","1","Split Level","5","0","No","2006","0","14","07/21/2023","Calgary"
"1501","A2087929","99 Falshire Terrace","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, See Remarks, Snow Removal, Trash, Water","S","$299,900","$299,900.00","$286,000.00","$400.00","1,002","3","1","2 Storey","6","1","No","1982","0","20","11/07/2023","Calgary"
"1501","A2061084","108 Rockyledge View NW Unit#2","Amenities of HOA/Condo, Common Area Maintenance, Heat, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash","S","$259,900","$259,900.00","$285,100.00","$413.29","709","1","1","Bungalow","4","0","No","2004","1","17","07/16/2023","Calgary"
"1501","A2094746","3 Everridge Square SW Unit#205","Common Area Maintenance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$299,000","$289,000.00","$285,000.00","$288.00","751","1","1","Townhouse","4","0","No","2006","0","28","12/21/2023","Calgary"
"1501","A2089007","131 Templehill Drive NE Unit#41","Common Area Maintenance, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$285,000","$278,000.00","$285,000.00","$381.14","1,048","3","1","2 Storey","6","0","No","1979","0","47","12/12/2023","Calgary"
"1501","A2086246","189 Templehill Drive NE","Common Area Maintenance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$299,900","$289,900.00","$285,000.00","$439.94","1,100","3","1","2 Storey","5","0","No","1978","1","31","11/09/2023","Calgary"
"1501","A2084463","533 Abinger Road NE","","S","$299,990","$299,990.00","$285,000.00","","1,062","3","1","2 Storey","6","1","No","1979","0","5","10/04/2023","Calgary"
"1501","A2080021","2720 Rundleson Road NE Unit#68","Amenities of HOA/Condo, Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$249,900","$249,900.00","$285,000.00","$267.00","831","2","1","4 Level Split","4","1","No","1978","0","11","09/26/2023","Calgary"
"1501","A2072963","208 Grier Terrace NE Unit##3","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash","S","$278,000","$278,000.00","$285,000.00","$632.04","1,318","3","2","Side by Side, Townhouse","7","0","Yes","1982","1","10","08/22/2023","Calgary"
"1501","A2066685","420 Grier Avenue NE Unit#55","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash","S","$269,900","$269,900.00","$285,000.00","$397.00","1,051","3","1","2 Storey","5","0","No","1980","0","9","07/28/2023","Calgary"
"1501","A2065128","3200 60 Street NE Unit#61","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Trash, Water","S","$249,900","$249,900.00","$285,000.00","$492.00","974","3","1","2 Storey","7","1","No","1978","1","12","08/02/2023","Calgary"
"1501","A2062091","999 Canyon Meadows Drive SW Unit#142","Common Area Maintenance, Heat, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Water","S","$269,000","$269,000.00","$285,000.00","$365.00","830","2","1","2 Storey","4","0","No","1976","0","20","07/19/2023","Calgary"
"1501","A2058778","6103 Madigan Drive NE Unit#30","Common Area Maintenance, Insurance, Parking, Sewer, Snow Removal, Water","S","$239,900","$239,900.00","$285,000.00","$473.30","1,200","3","1","2 Storey, Side by Side","6","1","No","1976","1","15","07/01/2023","Calgary"
"1501","A2057784","540 Mckenzie Towne Close SE","Professional Management, Reserve Fund Contributions, Trash","S","$275,000","$275,000.00","$285,000.00","$257.78","985","2","2","Townhouse","5","0","Yes","2012","0","14","07/06/2023","Calgary"
"1501","A2075137","3235 56 Street NE Unit#1050","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$284,900","$284,900.00","$284,900.00","$260.00","1,032","3","2","2 Storey","5","0","No","1976","0","9","11/16/2023","Calgary"
"1501","A2055611","107 SADDLEBROOK Point NE","Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$289,000","$289,000.00","$284,000.00","$250.00","871","2","1","2 Storey, Side by Side","5","0","No","2007","0","26","07/05/2023","Calgary"
"1501","A2084240","60 Panatella Landing NW Unit#104","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$295,000","$295,000.00","$283,000.00","$215.00","815","2","1","Bungalow","5","0","No","2008","0","22","10/26/2023","Calgary"
"1501","A2079780","6103 Madigan Drive NE Unit#64","Cable TV, Common Area Maintenance, Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Trash, Water","S","$283,000","$283,000.00","$283,000.00","$457.00","1,137","3","1","2 Storey","6","1","No","1976","0","17","10/01/2023","Calgary"
"1501","A2073531","3 Everridge Square SW Unit#201","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$249,000","$249,000.00","$283,000.00","$283.00","770","1","1","Townhouse","4","0","No","2006","0","23","09/06/2023","Calgary"
"1501","A2061384","2336 17A Street SW","Common Area Maintenance, Insurance, Maintenance Grounds, Professional Management, Reserve Fund Contributions, Snow Removal","S","$299,900","$289,900.00","$282,500.00","$275.98","680","1","1","Bungalow","4","0","No","1982","1","73","09/09/2023","Calgary"
"1501","A2082042","169 Templehill Drive NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$285,000","$285,000.00","$282,300.00","$440.00","993","3","1","2 Storey","5","1","No","1978","1","15","11/16/2023","Calgary"
"1501","A2080792","2319 56 Street NE Unit#54","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Water","S","$299,000","$299,000.00","$282,000.00","$429.84","1,008","3","1","2 Storey","7","1","No","1975","0","46","10/30/2023","Calgary"
"1501","A2075899","3509 26A Street SE","Insurance, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$284,900","$284,900.00","$281,900.00","$328.50","756","2","1","Bungalow","6","1","No","1990","1","12","09/06/2023","Calgary"
"1501","A2065447","999 Canyon Meadows Drive SW Unit#82","Common Area Maintenance, Heat, Maintenance Grounds, Parking, Professional Management, Reserve Fund Contributions, Sewer, Snow Removal, Water","S","$249,900","$249,900.00","$281,000.00","$436.10","1,010","3","1","2 Storey","7","1","No","1976","0","16","07/29/2023","Calgary"
"1501","A2094308","322 Marlborough Way NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal","S","$274,050","$274,500.00","$280,000.00","$405.81","1,033","3","2","2 Storey","6","0","No","1975","0","3","11/27/2023","Calgary"
"1501","A2094091","104 Pinestream Place NE","Common Area Maintenance, Insurance, Parking, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$250,000","$250,000.00","$280,000.00","$335.42","1,180","3","1","2 Storey","5","1","No","1976","0","12","11/29/2023","Calgary"
"1501","A2093309","32 Whitnel Court NE Unit#51","Common Area Maintenance, Insurance, Professional Management, Reserve Fund Contributions, Snow Removal, Trash","S","$279,900","$279,900.00","$280,000.00","$334.00","819","2","1","2 Storey","5","0","No","1979","0","15","11/30/2023","Calgary"
"1501","A2087991","4305 4A Avenue SE","","S","$299,500","$299,500.00","$280,000.00","","1,000","3","2","2 Storey","6","0","No","1972","0","1","10/19/2023","Calgary"
